Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,352.08123779296875,342.75,344.8999938964844,351.1187438964844,5826176.0,276.0648193359375
2012-01-03,360.8687438964844,352.5,353.01251220703125,358.0375061035156,8903008.0,281.50457763671875
2012-01-04,359.375,355.1312561035156,355.625,356.79998779296875,7341424.0,280.5316467285156
2012-01-05,359.5,353.9312438964844,354.8999938964844,355.01873779296875,7125272.0,279.131103515625
2012-01-06,358.45001220703125,351.38751220703125,354.75,354.01873779296875,7087632.0,278.3449401855469
2012-01-09,358.2875061035156,352.1499938964844,355.9375,354.5687561035156,8265784.0,278.77734375
2012-01-10,359.42498779296875,356.2749938964844,358.75,357.95001220703125,11179176.0,281.43585205078125
2012-01-11,361.86248779296875,351.625,358.5,353.32501220703125,13795800.0,277.7994384765625
2012-01-12,343.75,322.2562561035156,343.75,323.53125,48970600.0,254.3743133544922
2012-01-13,327.375,319.03125,327.25,323.0249938964844,20898944.0,253.97625732421875
2012-01-16,330.5,322.38751220703125,322.65625,330.01873779296875,13188736.0,259.4749755859375
2012-01-17,334.1000061035156,329.23126220703125,331.25,332.7562561035156,8740424.0,261.6274108886719
2012-01-18,330.5,323.125,330.5,326.5062561035156,9700424.0,256.71337890625
2012-01-19,327.8500061035156,322.07501220703125,327.0,324.3374938964844,9652336.0,255.00820922851562
2012-01-20,326.2124938964844,322.0375061035156,324.5,323.6000061035156,11635712.0,254.42835998535156
2012-01-23,326.9375,323.625,323.75,325.0375061035156,5160864.0,255.55857849121094
2012-01-24,329.95001220703125,324.375,327.25,327.6000061035156,5653208.0,257.57330322265625
2012-01-25,334.375,328.125,329.375,333.2250061035156,10545360.0,261.9959411621094
2012-01-27,341.875,335.7749938964844,337.75,340.625,12218872.0,267.8141174316406
2012-01-30,340.6499938964844,336.25,337.36248779296875,339.0375061035156,9588456.0,266.5660400390625
2012-01-31,344.33123779296875,338.25,339.0,343.25,8658896.0,269.8780212402344
2012-02-01,343.5,336.95623779296875,342.4624938964844,342.8374938964844,6269336.0,269.5536193847656
2012-02-02,347.875,341.25,342.51251220703125,344.625,11538256.0,270.95916748046875
2012-02-03,349.0,342.5062561035156,342.5062561035156,347.90625,11637200.0,273.5389709472656
2012-02-06,350.98748779296875,344.01251220703125,350.63751220703125,347.13751220703125,7937680.0,272.9345397949219
2012-02-07,350.625,339.20623779296875,350.625,340.9375,7221640.0,268.0598449707031
2012-02-08,347.75,342.66876220703125,343.5,346.14373779296875,6671496.0,272.15325927734375
2012-02-09,352.76251220703125,341.48126220703125,343.625,351.23748779296875,10156840.0,276.1581726074219
2012-02-10,350.25,343.89373779296875,349.875,348.79998779296875,5177616.0,274.24169921875
2012-02-13,350.0625,344.63751220703125,346.90625,348.54998779296875,5734008.0,274.0451354980469
2012-02-14,351.23748779296875,345.5,347.0,350.1312561035156,5477768.0,275.28839111328125
2012-02-15,359.375,351.875,351.875,358.01251220703125,7178328.0,281.48504638671875
2012-02-16,364.7124938964844,357.5687561035156,358.0,363.6187438964844,8256552.0,285.8928527832031
2012-02-17,372.25,362.51873779296875,364.53125,368.4750061035156,11457280.0,289.7110290527344
2012-02-21,369.98748779296875,363.90625,366.25,367.28125,6049224.0,288.7724609375
2012-02-22,374.25,363.1499938964844,363.1499938964844,369.03125,10413120.0,290.1483154296875
2012-02-23,372.82501220703125,364.5249938964844,367.375,366.64373779296875,10474960.0,288.27117919921875
2012-02-24,371.75,365.4375,366.5,368.5062561035156,8536440.0,289.7356262207031
2012-02-27,370.625,359.0,370.625,360.41876220703125,6910568.0,283.37689208984375
2012-02-28,363.75,356.8687438964844,360.75,359.04998779296875,7950200.0,282.3006591796875
2012-02-29,363.51251220703125,358.0249938964844,361.75,360.4312438964844,8868408.0,283.38665771484375
2012-03-01,359.375,350.625,356.4437561035156,357.08123779296875,9806632.0,280.75274658203125
2012-03-02,358.125,351.63751220703125,358.125,355.7124938964844,6077656.0,279.67657470703125
2012-03-05,357.98126220703125,349.5874938964844,357.26251220703125,351.23126220703125,5780456.0,276.15325927734375
2012-03-06,360.0,350.13751220703125,350.63751220703125,356.5562438964844,10349688.0,280.3399963378906
2012-03-07,361.875,354.38751220703125,355.25,360.48126220703125,7908568.0,283.4259948730469
2012-03-09,362.875,356.0,361.75,356.9125061035156,6644808.0,280.62005615234375
2012-03-12,364.375,347.625,364.375,352.17498779296875,7294472.0,276.895263671875
2012-03-13,358.73126220703125,355.25,355.4937438964844,357.4750061035156,7710424.0,281.06231689453125
2012-03-14,364.375,356.7437438964844,361.25,359.85626220703125,10602088.0,282.93463134765625
2012-03-15,363.14373779296875,358.8125,361.875,360.23748779296875,6251360.0,283.2342834472656
2012-03-16,364.125,355.89373779296875,363.125,358.1187438964844,9031008.0,281.5684509277344
2012-03-19,362.5,351.4125061035156,361.875,354.6875,6061528.0,278.8707580566406
2012-03-20,356.6499938964844,350.375,353.25,353.91876220703125,9225384.0,278.266357421875
2012-03-21,361.25,352.625,354.0562438964844,358.4125061035156,6250664.0,281.7994079589844
2012-03-22,359.3187561035156,351.7875061035156,359.25,353.5375061035156,5664640.0,277.9665222167969
2012-03-23,360.34375,353.79998779296875,354.125,359.0874938964844,5497736.0,282.3301696777344
2012-03-26,358.625,352.63751220703125,358.625,353.84375,4922664.0,278.2073669433594
2012-03-27,362.96875,354.0375061035156,357.5,359.48748779296875,7590752.0,282.6445617675781
2012-03-28,359.3374938964844,353.0,358.25,355.38751220703125,5919920.0,279.4211120605469
2012-03-29,354.79376220703125,345.9750061035156,352.5625,349.0,14000208.0,274.3989562988281
2012-03-30,359.125,350.375,351.23748779296875,358.2875061035156,7963600.0,281.7012023925781
2012-04-02,361.09375,355.125,358.0,356.2749938964844,4851584.0,280.1188659667969
2012-04-03,359.70623779296875,355.3187561035156,358.2875061035156,357.3062438964844,5451584.0,280.9296875
2012-04-04,359.3687438964844,355.5,356.125,356.38751220703125,5254144.0,280.20733642578125
2012-04-09,357.41876220703125,351.54998779296875,354.6875,352.84375,6541568.0,277.4211120605469
2012-04-10,355.95623779296875,342.125,355.25,346.42498779296875,7243056.0,272.37432861328125
2012-04-11,353.125,342.8999938964844,346.1187438964844,350.54998779296875,8179640.0,275.61767578125
2012-04-12,353.98126220703125,342.3062438964844,352.84375,343.83123779296875,11805608.0,270.3350524902344
2012-04-13,315.3374938964844,298.63751220703125,314.75,300.3187561035156,75255568.0,236.1236572265625
2012-04-16,303.3187561035156,291.6312561035156,300.0,295.5687561035156,33491480.0,232.38900756835938
2012-04-17,299.875,292.01251220703125,299.875,297.5874938964844,23687088.0,233.9761962890625
2012-04-18,300.3187561035156,294.375,300.0,296.40625,19165328.0,233.0474395751953
2012-04-19,301.8687438964844,296.0,297.48748779296875,300.67498779296875,17113512.0,236.40367126464844
2012-04-20,303.54998779296875,295.3125,299.34375,300.92498779296875,11507520.0,236.60028076171875
2012-04-23,298.75,288.125,298.75,288.86248779296875,18136696.0,227.11622619628906
2012-04-24,295.6000061035156,274.7875061035156,288.83123779296875,293.6937561035156,53037912.0,230.91473388671875
2012-04-25,295.625,287.90625,293.7124938964844,293.7437438964844,24638504.0,230.9541015625
2012-04-26,297.3500061035156,292.79376220703125,293.75,294.5249938964844,17137064.0,231.56838989257812
2012-04-27,299.75,294.375,294.625,298.875,14062464.0,234.988525390625
2012-04-30,308.5,298.79376220703125,299.0,307.76251220703125,10869608.0,241.97625732421875
2012-05-02,311.0,307.71875,308.125,309.0,10124688.0,242.94915771484375
2012-05-03,312.15625,307.5,307.5,310.36248779296875,11400728.0,244.02044677734375
2012-05-04,312.25,302.92498779296875,310.25,305.2437438964844,10800888.0,239.99588012695312
2012-05-07,306.1000061035156,295.98748779296875,301.125,304.70001220703125,10710000.0,239.56834411621094
2012-05-08,300.96875,291.14373779296875,299.375,299.23748779296875,11526640.0,235.2734832763672
2012-05-09,299.3500061035156,294.07501220703125,296.0,295.78125,10498144.0,232.5561065673828
2012-05-10,298.10626220703125,290.2875061035156,296.0,293.0249938964844,9084024.0,230.3889923095703
